,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
11472,1998,11,30,1,1232.0,1200,1512.0,1445,WN,533,N523,100.0,105.0,89.0,27.0,32.0,LAX,ABQ,677.0,3.0,8.0,0,,0,,,,,
11473,1998,7,10,5,2018.0,1957,2254.0,2254,US,1076,N813US,96.0,117.0,79.0,0.0,21.0,ORD,PHL,678.0,4.0,13.0,0,,0,,,,,
11474,1998,11,20,5,2017.0,1955,2150.0,2146,DL,1547,N239WA,93.0,111.0,66.0,4.0,22.0,ATL,PIT,526.0,5.0,22.0,0,,0,,,,,
11475,1998,4,19,7,2237.0,2210,2335.0,2312,US,1229,N525AU,58.0,62.0,40.0,23.0,27.0,CLT,RIC,256.0,5.0,13.0,0,,0,,,,,
11476,1998,5,18,1,1034.0,1030,1202.0,1150,WN,761,N637,88.0,80.0,76.0,12.0,4.0,OAK,SAN,446.0,2.0,10.0,0,,0,,,,,
11477,1998,3,12,4,1905.0,1840,2028.0,2004,CO,325,N20643,83.0,84.0,38.0,24.0,25.0,EWR,DCA,199.0,4.0,41.0,0,,0,,,,,
11478,1998,8,16,7,1516.0,1454,1920.0,1845,UA,869,N7455U,184.0,171.0,156.0,35.0,22.0,ORD,MIA,1197.0,4.0,24.0,0,,0,,,,,
11479,1998,7,30,4,1607.0,1550,1718.0,1709,DL,1114,N951DL,71.0,79.0,57.0,9.0,17.0,DAB,ATL,366.0,7.0,7.0,0,,0,,,,,
11480,1998,1,11,7,1135.0,1120,1257.0,1235,WN,1031,N92,82.0,75.0,73.0,22.0,15.0,LIT,HOU,393.0,4.0,5.0,0,,0,,,,,
11481,1998,3,2,1,1257.0,1205,1821.0,1740,TW,264,N715TW,204.0,215.0,192.0,41.0,52.0,LAX,STL,1593.0,5.0,7.0,0,,0,,,,,
11482,1998,12,6,7,1208.0,1130,1431.0,1405,DL,514,N421DA,143.0,155.0,107.0,26.0,38.0,LGA,ATL,761.0,10.0,26.0,0,,0,,,,,
11483,1998,1,6,2,1913.0,1839,2240.0,2158,TW,576,N912TW,147.0,139.0,122.0,42.0,34.0,STL,SRQ,903.0,4.0,21.0,0,,0,,,,,
11484,1998,7,5,7,1733.0,1730,1843.0,1853,US,730,N447US,70.0,83.0,47.0,-10.0,3.0,PHL,BOS,280.0,9.0,14.0,0,,0,,,,,
11485,1998,11,5,4,1312.0,1307,1445.0,1442,AS,450,N975AS,93.0,95.0,78.0,3.0,5.0,PDX,OAK,543.0,3.0,12.0,0,,0,,,,,
11486,1998,10,25,7,1540.0,1526,1732.0,1632,HP,206,N309AW,112.0,66.0,59.0,60.0,14.0,PHX,ABQ,328.0,4.0,49.0,0,,0,,,,,
11487,1998,2,3,2,2130.0,2005,2216.0,2056,UA,1259,N7462U,106.0,111.0,89.0,80.0,85.0,DFW,DEN,641.0,6.0,11.0,0,,0,,,,,
11488,1998,2,10,2,1910.0,1900,2026.0,2010,WN,1637,N364,76.0,70.0,65.0,16.0,10.0,LAX,OAK,337.0,4.0,7.0,0,,0,,,,,
11489,1998,8,2,7,1247.0,1246,1655.0,1628,AA,1376,N2BTAA,188.0,162.0,173.0,27.0,1.0,DFW,DTW,987.0,5.0,10.0,0,,0,,,,,
11490,1998,12,30,3,1934.0,1930,2044.0,2038,AA,2052,N569AA,70.0,68.0,43.0,6.0,4.0,IAH,DFW,224.0,13.0,14.0,0,,0,,,,,
11491,1998,6,5,5,717.0,715,1035.0,1003,UA,31,N426UA,378.0,348.0,355.0,32.0,2.0,PHL,SFO,2521.0,8.0,15.0,0,,0,,,,,
11492,1998,5,31,7,1714.0,1712,2021.0,2025,US,1266,N518AU,127.0,133.0,113.0,-4.0,2.0,MCI,DCA,950.0,5.0,9.0,0,,0,,,,,
11493,1998,11,20,5,1803.0,1758,2014.0,1954,US,2349,N785AU,131.0,116.0,96.0,20.0,5.0,BOS,PIT,496.0,5.0,30.0,0,,0,,,,,
11494,1998,9,28,1,1805.0,1735,1919.0,1850,CO,1644,N14652,74.0,75.0,58.0,29.0,30.0,IAH,OKC,395.0,3.0,13.0,0,,0,,,,,
11495,1998,6,27,6,1242.0,1240,1343.0,1348,UA,2608,N370UA,61.0,68.0,40.0,-5.0,2.0,LAS,LAX,236.0,10.0,11.0,0,,0,,,,,
11496,1998,8,26,3,1957.0,1920,51.0,15,WN,1201,N523,174.0,175.0,153.0,36.0,37.0,PHX,STL,1262.0,4.0,17.0,0,,0,,,,,
11497,1998,12,11,5,759.0,700,922.0,823,HP,2103,N307AW,83.0,83.0,65.0,59.0,59.0,SFO,LAS,414.0,5.0,13.0,0,,0,,,,,
11498,1998,8,18,2,2026.0,2025,2147.0,2144,TW,505,N932L,81.0,79.0,48.0,3.0,1.0,STL,DSM,260.0,4.0,29.0,0,,0,,,,,
11499,1998,2,19,4,1928.0,1925,2106.0,2050,DL,1175,N1731D,98.0,85.0,68.0,16.0,3.0,ATL,TPA,406.0,6.0,24.0,0,,0,,,,,
11500,1998,12,22,2,1203.0,1200,1550.0,1507,AA,745,N594AA,287.0,247.0,228.0,43.0,3.0,LGA,DFW,1389.0,8.0,51.0,0,,0,,,,,
11501,1998,8,27,4,713.0,700,840.0,827,DL,1808,N626DL,87.0,87.0,57.0,13.0,13.0,MCO,ATL,403.0,9.0,21.0,0,,0,,,,,
11502,1998,6,24,3,1116.0,1109,1505.0,1454,US,2180,N339US,169.0,165.0,149.0,11.0,7.0,MSY,PHL,1088.0,6.0,14.0,0,,0,,,,,
11503,1998,2,23,1,2154.0,2150,2250.0,2244,DL,1192,N965DL,56.0,54.0,37.0,6.0,4.0,PVD,BGR,250.0,8.0,11.0,0,,0,,,,,
11504,1998,1,5,1,631.0,630,856.0,858,DL,1104,N940DL,145.0,148.0,110.0,-2.0,1.0,JFK,ATL,760.0,22.0,13.0,0,,0,,,,,
11505,1998,2,23,1,1955.0,1825,2336.0,2056,CO,492,N17306,221.0,151.0,201.0,160.0,90.0,MCO,EWR,938.0,6.0,14.0,0,,0,,,,,
11506,1998,7,12,7,1507.0,1413,1826.0,1741,AA,376,N2BVAA,139.0,148.0,117.0,45.0,54.0,DFW,CVG,812.0,5.0,17.0,0,,0,,,,,
11507,1998,7,2,4,1249.0,1240,1427.0,1425,NW,1575,N9338,98.0,105.0,74.0,2.0,9.0,CLT,DTW,500.0,14.0,10.0,0,,0,,,,,
11508,1998,5,27,3,816.0,815,839.0,833,US,899,N860US,83.0,78.0,65.0,6.0,1.0,CLT,BNA,329.0,6.0,12.0,0,,0,,,,,
11509,1998,7,2,4,2157.0,1915,2344.0,2044,UA,2177,N375UA,107.0,89.0,69.0,180.0,162.0,SFO,SAN,447.0,3.0,35.0,0,,0,,,,,
11510,1998,11,21,6,802.0,801,828.0,845,UA,1047,N301UA,86.0,104.0,72.0,-17.0,1.0,BUF,ORD,473.0,4.0,10.0,0,,0,,,,,
11511,1998,3,27,5,1521.0,1500,1833.0,1815,DL,1983,N190DN,372.0,375.0,320.0,18.0,21.0,JFK,LAX,2475.0,18.0,34.0,0,,0,,,,,
11512,1998,8,7,5,2152.0,2012,158.0,23,AA,1330,N241AA,186.0,191.0,162.0,95.0,100.0,DFW,PHL,1302.0,5.0,19.0,0,,0,,,,,
11513,1998,2,16,1,1705.0,1655,1743.0,1735,US,1923,N278AU,38.0,40.0,20.0,8.0,10.0,CLT,GSO,83.0,4.0,14.0,0,,0,,,,,
11514,1998,8,29,6,643.0,630,755.0,740,UA,2650,N358UA,72.0,70.0,55.0,15.0,13.0,LAX,PHX,370.0,3.0,14.0,0,,0,,,,,
11515,1998,2,24,2,1452.0,1447,1454.0,1444,UA,656,N7290U,62.0,57.0,42.0,10.0,5.0,IND,ORD,177.0,3.0,17.0,0,,0,,,,,
11516,1998,2,23,1,1259.0,1145,1815.0,1740,WN,1095,N621,196.0,235.0,184.0,35.0,74.0,LAX,BNA,1797.0,5.0,7.0,0,,0,,,,,
11517,1998,7,4,6,1812.0,1515,2032.0,1741,DL,2076,N541DA,80.0,86.0,65.0,171.0,177.0,MSY,TPA,487.0,4.0,11.0,0,,0,,,,,
11518,1998,3,18,3,1229.0,1215,1801.0,1750,TW,78,N915TW,212.0,215.0,200.0,11.0,14.0,SAN,STL,1558.0,5.0,7.0,0,,0,,,,,
11519,1998,9,25,5,2200.0,2148,17.0,5,HP,2758,N306AW,137.0,137.0,115.0,12.0,12.0,SEA,LAS,866.0,10.0,12.0,0,,0,,,,,
11520,1998,11,15,7,1433.0,1355,1540.0,1525,AA,494,N208AA,67.0,90.0,57.0,15.0,38.0,MCI,ORD,403.0,2.0,8.0,0,,0,,,,,
11521,1998,10,4,7,1443.0,1340,1620.0,1448,CO,1642,N12318,97.0,68.0,74.0,92.0,63.0,MSY,IAH,305.0,12.0,11.0,0,,0,,,,,
11522,1998,3,26,4,1818.0,1816,2112.0,2055,US,816,N850US,114.0,99.0,102.0,17.0,2.0,BHM,PIT,598.0,5.0,7.0,0,,0,,,,,
11523,1998,8,9,7,850.0,840,1016.0,950,DL,749,N138DL,266.0,250.0,225.0,26.0,10.0,ATL,LAS,1747.0,8.0,33.0,0,,0,,,,,
11524,1998,4,4,6,1527.0,1525,1818.0,1830,CO,255,N17329,231.0,245.0,200.0,-12.0,2.0,EWR,DFW,1372.0,4.0,27.0,0,,0,,,,,
11525,1998,4,8,3,2115.0,2045,2238.0,2210,WN,881,N391,83.0,85.0,76.0,28.0,30.0,SAN,SMF,480.0,2.0,5.0,0,,0,,,,,
11526,1998,1,17,6,1553.0,1535,1745.0,1735,NW,492,N9344,112.0,120.0,92.0,10.0,18.0,ATL,DTW,594.0,4.0,16.0,0,,0,,,,,
11527,1998,7,14,2,808.0,805,918.0,913,US,1407,N396US,70.0,68.0,53.0,5.0,3.0,PVD,PHL,238.0,7.0,10.0,0,,0,,,,,
11528,1998,6,30,2,1023.0,1021,1318.0,1321,AA,890,N448AA,115.0,120.0,86.0,-3.0,2.0,DEN,DFW,641.0,13.0,16.0,0,,0,,,,,
11529,1998,6,12,5,2001.0,1954,25.0,27,HP,598,N313AW,144.0,153.0,120.0,-2.0,7.0,PHX,MCI,1044.0,6.0,18.0,0,,0,,,,,
11530,1998,4,22,3,1352.0,1340,1516.0,1514,US,1438,N615AU,84.0,94.0,62.0,2.0,12.0,MCO,CLT,468.0,12.0,10.0,0,,0,,,,,
11531,1998,3,17,2,923.0,920,1046.0,1052,NW,375,N345NW,203.0,212.0,184.0,-6.0,3.0,MSP,PDX,1426.0,5.0,14.0,0,,0,,,,,
11532,1998,12,13,7,1559.0,1545,1647.0,1614,DL,811,N527DA,108.0,89.0,73.0,33.0,14.0,ATL,MLU,448.0,7.0,28.0,0,,0,,,,,
11533,1998,11,28,6,1245.0,1214,1509.0,1446,UA,381,N7291U,204.0,212.0,186.0,23.0,31.0,ORD,PHX,1440.0,3.0,15.0,0,,0,,,,,
11534,1998,9,2,3,736.0,730,1028.0,1028,DL,1224,N626DL,172.0,178.0,152.0,0.0,6.0,PBI,BOS,1197.0,6.0,14.0,0,,0,,,,,
11535,1998,10,3,6,1211.0,1210,1337.0,1335,DL,1891,N1739D,86.0,85.0,59.0,2.0,1.0,ATL,TPA,406.0,8.0,19.0,0,,0,,,,,
11536,1998,2,25,3,1012.0,1010,1454.0,1450,UA,408,N7445U,162.0,160.0,150.0,4.0,2.0,DEN,ATL,1199.0,3.0,9.0,0,,0,,,,,
11537,1998,5,1,5,1906.0,1815,2105.0,2038,US,79,N619AU,299.0,323.0,287.0,27.0,51.0,PIT,SFO,2254.0,4.0,8.0,0,,0,,,,,
11538,1998,2,20,5,1227.0,1225,1423.0,1415,NW,386,N285US,116.0,110.0,89.0,8.0,2.0,DTW,BOS,632.0,8.0,19.0,0,,0,,,,,
11539,1998,2,4,3,1503.0,1500,1756.0,1752,CO,456,N14384,173.0,172.0,153.0,4.0,3.0,FLL,EWR,1065.0,5.0,15.0,0,,0,,,,,
11540,1998,3,26,4,1052.0,1050,1242.0,1225,NW,247,N297US,110.0,95.0,75.0,17.0,2.0,DTW,LGA,501.0,11.0,24.0,0,,0,,,,,
11541,1998,2,4,3,1528.0,1515,1850.0,1843,UA,939,N542UA,142.0,148.0,126.0,7.0,13.0,ORD,MCO,1005.0,6.0,10.0,0,,0,,,,,
11542,1998,10,29,4,1746.0,1745,1928.0,1907,UA,2051,N934UA,102.0,82.0,65.0,21.0,1.0,SFO,LAX,337.0,12.0,25.0,0,,0,,,,,
11543,1998,6,4,4,2239.0,2215,2343.0,2318,NW,1287,N779NC,64.0,63.0,32.0,25.0,24.0,MSP,FSD,197.0,22.0,10.0,0,,0,,,,,
11544,1998,6,5,5,1602.0,1425,1710.0,1540,TW,661,N971Z,128.0,135.0,112.0,90.0,97.0,STL,COS,774.0,4.0,12.0,0,,0,,,,,
11545,1998,9,6,7,1910.0,1840,2218.0,2155,WN,198,N665,128.0,135.0,118.0,23.0,30.0,JAN,BWI,888.0,4.0,6.0,0,,0,,,,,
11546,1998,7,24,5,1629.0,1553,2028.0,1949,AA,786,N394AA,179.0,176.0,146.0,39.0,36.0,DFW,MIA,1121.0,11.0,22.0,0,,0,,,,,
11547,1998,2,19,4,920.0,915,1108.0,1101,UA,494,N307UA,48.0,46.0,31.0,7.0,5.0,ORD,GRR,137.0,3.0,14.0,0,,0,,,,,
11548,1998,9,28,1,1957.0,1950,2045.0,2031,HP,2441,N638AW,48.0,41.0,24.0,14.0,7.0,PHX,TUS,110.0,4.0,20.0,0,,0,,,,,
11549,1998,8,23,7,1902.0,1845,2009.0,1959,TW,323,N64346,67.0,74.0,37.0,10.0,17.0,STL,MCI,237.0,5.0,25.0,0,,0,,,,,
11550,1998,2,11,3,1644.0,1635,1825.0,1739,US,1779,N436US,101.0,64.0,87.0,46.0,9.0,ROC,LGA,254.0,5.0,9.0,0,,0,,,,,
11551,1998,9,3,4,1016.0,1014,1344.0,1331,UA,1815,N579UA,388.0,377.0,368.0,13.0,2.0,ORD,ANC,2846.0,4.0,16.0,0,,0,,,,,
11552,1998,4,24,5,1830.0,1824,1956.0,2000,AS,444,N756AS,86.0,96.0,73.0,-4.0,6.0,PDX,OAK,543.0,5.0,8.0,0,,0,,,,,
11553,1998,1,5,1,845.0,720,1154.0,1020,DL,1639,N302WA,309.0,300.0,275.0,94.0,85.0,PHL,SLC,1926.0,6.0,28.0,0,,0,,,,,
11554,1998,8,26,3,1401.0,1343,1451.0,1440,NW,1001,N671MC,50.0,57.0,41.0,11.0,18.0,TVC,DTW,207.0,5.0,4.0,0,,0,,,,,
11555,1998,5,21,4,817.0,815,1149.0,1114,CO,121,N14118,392.0,359.0,329.0,35.0,2.0,EWR,SEA,2401.0,4.0,59.0,0,,0,,,,,
11556,1998,4,2,4,2057.0,2045,2147.0,2135,WN,1224,N326,110.0,110.0,90.0,12.0,12.0,PHX,SJC,621.0,3.0,17.0,0,,0,,,,,
11557,1998,11,20,5,1225.0,1200,1359.0,1326,AA,325,N577AA,154.0,146.0,118.0,33.0,25.0,LGA,ORD,733.0,15.0,21.0,0,,0,,,,,
11558,1998,6,13,6,1921.0,1920,2220.0,2241,NW,836,N767NC,119.0,141.0,107.0,-21.0,1.0,MSP,CLT,930.0,3.0,9.0,0,,0,,,,,
11559,1998,2,24,2,2207.0,2145,2.0,2329,US,1475,N335US,115.0,104.0,73.0,33.0,22.0,CLT,SRQ,547.0,3.0,39.0,0,,0,,,,,
11560,1998,9,14,1,745.0,744,1042.0,1053,UA,1230,N949UA,117.0,129.0,106.0,-11.0,1.0,ORD,PWM,900.0,3.0,8.0,0,,0,,,,,
11561,1998,4,22,3,1559.0,1550,1727.0,1726,DL,477,N966DL,88.0,96.0,70.0,1.0,9.0,ATL,ORF,516.0,4.0,14.0,0,,0,,,,,
11562,1998,3,20,5,1450.0,1230,1549.0,1312,TW,509,N998R,119.0,102.0,88.0,157.0,140.0,CLE,STL,487.0,7.0,24.0,0,,0,,,,,
11563,1998,11,4,3,1117.0,1105,1400.0,1355,AA,1504,N867AA,163.0,170.0,134.0,5.0,12.0,MIA,JFK,1090.0,5.0,24.0,0,,0,,,,,
11564,1998,1,25,7,1909.0,1845,2039.0,2013,UA,2349,N392UA,90.0,88.0,64.0,26.0,24.0,SFO,SAN,447.0,2.0,24.0,0,,0,,,,,
11565,1998,6,14,7,1929.0,1920,2153.0,2040,US,1898,N974VJ,144.0,80.0,87.0,73.0,9.0,PHL,PWM,365.0,4.0,53.0,0,,0,,,,,
11566,1998,3,21,6,1000.0,955,1126.0,1123,HP,2609,N635AW,86.0,88.0,69.0,3.0,5.0,LAS,SFO,414.0,3.0,14.0,0,,0,,,,,
11567,1998,11,28,6,1110.0,1100,1135.0,1140,DL,842,N900DE,25.0,40.0,12.0,-5.0,10.0,BTR,JAN,138.0,5.0,8.0,0,,0,,,,,
11568,1998,8,16,7,1409.0,1405,1541.0,1551,NW,943,N602NW,92.0,106.0,76.0,-10.0,4.0,MEM,MKE,556.0,3.0,13.0,0,,0,,,,,
11569,1998,4,8,3,1944.0,1940,2109.0,2102,UA,2195,N381UA,85.0,82.0,71.0,7.0,4.0,LAS,SFO,414.0,3.0,11.0,0,,0,,,,,
11570,1998,8,9,7,1444.0,1435,1551.0,1548,UA,2040,N393UA,67.0,73.0,53.0,3.0,9.0,LAX,SFO,337.0,2.0,12.0,0,,0,,,,,
11571,1998,6,29,1,2139.0,1925,2321.0,2123,US,1850,N385US,102.0,118.0,88.0,118.0,134.0,MIA,CLT,650.0,6.0,8.0,0,,0,,,,,
11572,1998,5,11,1,1012.0,1010,1211.0,1218,US,1,N605AU,299.0,308.0,282.0,-7.0,2.0,PIT,LAX,2136.0,6.0,11.0,0,,0,,,,,
11573,1998,6,30,2,803.0,800,816.0,808,DL,409,N511DA,73.0,68.0,56.0,8.0,3.0,ATL,MEM,332.0,5.0,12.0,0,,0,,,,,
11574,1998,9,26,6,1520.0,1440,1736.0,1714,NW,1244,N908H,76.0,94.0,60.0,22.0,40.0,RAP,MSP,490.0,7.0,9.0,0,,0,,,,,
11575,1998,10,17,6,1329.0,1320,2052.0,2053,US,10,N615AU,263.0,273.0,238.0,-1.0,9.0,LAX,PIT,2136.0,5.0,20.0,0,,0,,,,,
11576,1998,8,14,5,1451.0,1449,1758.0,1739,AA,706,N725AA,187.0,170.0,147.0,19.0,2.0,STX,MIA,1139.0,29.0,11.0,0,,0,,,,,
11577,1998,4,9,4,1058.0,1040,1213.0,1203,DL,1456,N980DL,75.0,83.0,56.0,10.0,18.0,DAB,ATL,366.0,10.0,9.0,0,,0,,,,,
11578,1998,8,27,4,1023.0,1020,1230.0,1220,WN,285,N323,127.0,120.0,105.0,10.0,3.0,HOU,STL,687.0,2.0,20.0,0,,0,,,,,
11579,1998,8,2,7,707.0,700,804.0,745,AA,1163,N459AA,117.0,105.0,89.0,19.0,7.0,ATL,ORD,606.0,6.0,22.0,0,,0,,,,,
11580,1998,1,7,3,1351.0,1345,2205.0,2140,UA,496,N557UA,314.0,295.0,288.0,25.0,6.0,SFO,MCO,2445.0,3.0,23.0,0,,0,,,,,
11581,1998,5,28,4,1625.0,1620,2023.0,2007,DL,572,N118DL,238.0,227.0,213.0,16.0,5.0,SJU,ATL,1547.0,9.0,16.0,0,,0,,,,,
11582,1998,6,4,4,1714.0,1655,1818.0,1800,WN,1907,N307,64.0,65.0,48.0,18.0,19.0,BWI,PVD,328.0,3.0,13.0,0,,0,,,,,
11583,1998,8,18,2,1405.0,1344,1456.0,1439,AS,80,N786AS,51.0,55.0,40.0,17.0,21.0,FAI,ANC,261.0,3.0,8.0,0,,0,,,,,
11584,1998,6,21,7,724.0,700,1418.0,1425,DL,264,N719DA,234.0,265.0,212.0,-7.0,24.0,LAX,ATL,1946.0,6.0,16.0,0,,0,,,,,
11585,1998,12,27,7,1519.0,1510,1615.0,1610,WN,1726,N610,56.0,60.0,48.0,5.0,9.0,PHX,ELP,347.0,3.0,5.0,0,,0,,,,,
11586,1998,4,19,7,846.0,845,1129.0,1126,UA,538,N981UA,103.0,101.0,85.0,3.0,1.0,ORD,IAD,589.0,8.0,10.0,0,,0,,,,,
11587,1998,3,11,3,837.0,830,949.0,951,UA,193,N1838U,132.0,141.0,110.0,-2.0,7.0,DEN,LAX,862.0,7.0,15.0,0,,0,,,,,
11588,1998,5,19,2,1126.0,1040,1224.0,1135,WN,567,N705,58.0,55.0,48.0,49.0,46.0,HOU,MSY,303.0,3.0,7.0,0,,0,,,,,
11589,1998,11,12,4,1035.0,1033,1156.0,1159,US,1981,N817US,81.0,86.0,67.0,-3.0,2.0,CLT,MCO,468.0,4.0,10.0,0,,0,,,,,
11590,1998,8,8,6,1631.0,1626,1756.0,1801,AA,493,N823AA,85.0,95.0,69.0,-5.0,5.0,MCI,DFW,460.0,8.0,8.0,0,,0,,,,,
11591,1998,11,8,7,1226.0,1145,1343.0,1300,WN,591,N692,77.0,75.0,63.0,43.0,41.0,OAK,LAS,407.0,2.0,12.0,0,,0,,,,,
11592,1998,7,13,1,1326.0,1325,1446.0,1443,AA,780,N2CCAA,80.0,78.0,54.0,3.0,1.0,ORD,MSP,334.0,5.0,21.0,0,,0,,,,,
11593,1998,5,17,7,1355.0,1345,1459.0,1455,WN,1643,N607,64.0,70.0,57.0,4.0,10.0,SMF,LAS,397.0,2.0,5.0,0,,0,,,,,
11594,1998,6,24,3,1737.0,1730,2033.0,1954,UA,193,N180UA,356.0,324.0,320.0,39.0,7.0,IAD,SFO,2419.0,4.0,32.0,0,,0,,,,,
11595,1998,2,15,7,739.0,710,829.0,810,DL,1503,N909DL,50.0,60.0,36.0,19.0,29.0,CAE,ATL,191.0,5.0,9.0,0,,0,,,,,
11596,1998,1,14,3,1139.0,1110,1259.0,1205,DL,1429,N662DN,140.0,115.0,107.0,54.0,29.0,SLC,SFO,599.0,11.0,22.0,0,,0,,,,,
11597,1998,2,15,7,1338.0,1325,1440.0,1419,DL,904,N612DL,62.0,54.0,38.0,21.0,13.0,ATL,SAV,215.0,4.0,20.0,0,,0,,,,,
11598,1998,12,6,7,1710.0,1700,2027.0,2008,CO,1157,N27610,137.0,128.0,89.0,19.0,10.0,ORD,EWR,719.0,9.0,39.0,0,,0,,,,,
11599,1998,9,3,4,1435.0,1430,1623.0,1625,WN,343,N335,108.0,115.0,97.0,-2.0,5.0,SJC,SEA,697.0,3.0,8.0,0,,0,,,,,
11600,1998,7,8,3,2115.0,1800,2232.0,1934,DL,995,N718DA,77.0,94.0,58.0,178.0,195.0,ATL,TPA,406.0,5.0,14.0,0,,0,,,,,
11601,1998,1,27,2,605.0,600,745.0,734,DL,423,N525DA,100.0,94.0,90.0,11.0,5.0,RIC,ATL,481.0,3.0,7.0,0,,0,,,,,
11602,1998,12,11,5,1355.0,1346,1452.0,1447,UA,2219,N386UA,57.0,61.0,42.0,5.0,9.0,RNO,SFO,192.0,4.0,11.0,0,,0,,,,,
11603,1998,2,25,3,1805.0,1755,1939.0,1911,NW,711,N535US,94.0,76.0,65.0,28.0,10.0,MKE,MSP,297.0,6.0,23.0,0,,0,,,,,
11604,1998,11,21,6,1445.0,1440,1636.0,1630,WN,972,N55,111.0,110.0,99.0,6.0,5.0,JAX,IND,688.0,2.0,10.0,0,,0,,,,,
11605,1998,5,27,3,1527.0,1515,1629.0,1640,WN,1423,N662,182.0,205.0,173.0,-11.0,12.0,STL,PHX,1262.0,4.0,5.0,0,,0,,,,,
11606,1998,12,23,3,2009.0,1726,2143.0,1850,AA,1619,N626AA,214.0,204.0,175.0,173.0,163.0,DFW,SNA,1205.0,6.0,33.0,0,,0,,,,,
11607,1998,7,24,5,1801.0,1725,1927.0,1832,US,701,N341US,146.0,127.0,113.0,55.0,36.0,PHL,BNA,675.0,5.0,28.0,0,,0,,,,,
11608,1998,8,3,1,2216.0,2215,2337.0,2340,DL,1546,N132DN,81.0,85.0,56.0,-3.0,1.0,ATL,MCO,403.0,5.0,20.0,0,,0,,,,,
11609,1998,10,14,3,2017.0,2011,2400.0,2351,AA,1688,N245AA,163.0,160.0,141.0,9.0,6.0,DFW,RIC,1158.0,5.0,17.0,0,,0,,,,,
11610,1998,8,13,4,1823.0,1733,1935.0,1902,UA,2456,N920UA,72.0,89.0,60.0,33.0,50.0,SFO,EUG,451.0,3.0,9.0,0,,0,,,,,
11611,1998,10,20,2,1702.0,1700,1829.0,1828,DL,1049,N501DA,87.0,88.0,63.0,1.0,2.0,GSO,ATL,306.0,8.0,16.0,0,,0,,,,,
11612,1998,4,11,6,1955.0,1845,2057.0,1945,WN,579,N629,62.0,60.0,50.0,72.0,70.0,OAK,BUR,325.0,2.0,10.0,0,,0,,,,,
11613,1998,5,8,5,1508.0,1505,1649.0,1653,AA,1671,N497AA,221.0,228.0,201.0,-4.0,3.0,ORD,PHX,1440.0,5.0,15.0,0,,0,,,,,
11614,1998,1,25,7,1704.0,1700,1942.0,1954,UA,308,N7263U,98.0,114.0,79.0,-12.0,4.0,ORD,PHL,678.0,4.0,15.0,0,,0,,,,,
11615,1998,6,5,5,653.0,650,811.0,813,US,428,N341US,78.0,83.0,65.0,-2.0,3.0,SDF,DCA,474.0,2.0,11.0,0,,0,,,,,
11616,1998,8,15,6,2144.0,2025,23.0,2312,NW,1818,N759NW,99.0,107.0,79.0,71.0,79.0,MEM,JAX,576.0,5.0,15.0,0,,0,,,,,
11617,1998,5,26,2,1022.0,1020,1232.0,1234,AA,1118,N847AA,70.0,74.0,45.0,-2.0,2.0,ORD,DTW,235.0,11.0,14.0,0,,0,,,,,
11618,1998,10,21,3,1019.0,1005,1340.0,1313,US,215,N421US,201.0,188.0,164.0,27.0,14.0,LGA,RSW,1080.0,4.0,33.0,0,,0,,,,,
11619,1998,12,6,7,1738.0,0,1822.0,0,AA,839,N225AA,104.0,103.0,86.0,33.0,32.0,DFW,ELP,551.0,2.0,16.0,0,,0,,,,,
11620,1998,5,19,2,1833.0,1830,2238.0,2158,AA,177,N302AA,425.0,388.0,377.0,40.0,3.0,JFK,SFO,2586.0,8.0,40.0,0,,0,,,,,
11621,1998,8,15,6,1725.0,1720,1902.0,1854,UA,1020,N7252U,97.0,94.0,63.0,8.0,5.0,IAD,BOS,413.0,6.0,28.0,0,,0,,,,,
11622,1998,3,8,7,2156.0,2010,2331.0,2149,CO,241,N18622,155.0,159.0,130.0,102.0,106.0,EWR,ORD,719.0,7.0,18.0,0,,0,,,,,
11623,1998,12,27,7,828.0,820,927.0,923,US,726,N896US,119.0,123.0,104.0,4.0,8.0,CLT,STL,575.0,4.0,11.0,0,,0,,,,,
11624,1998,8,21,5,1405.0,1318,1631.0,1551,AS,598,N951AS,146.0,153.0,126.0,40.0,47.0,SEA,LAX,954.0,7.0,13.0,0,,0,,,,,
11625,1998,2,8,7,1639.0,1535,1826.0,1711,DL,965,N2813W,227.0,216.0,202.0,75.0,64.0,DFW,SFO,1464.0,5.0,20.0,0,,0,,,,,
11626,1998,5,14,4,1902.0,1900,2028.0,2044,US,416,N886US,86.0,104.0,74.0,-16.0,2.0,BOS,DCA,399.0,4.0,8.0,0,,0,,,,,
11627,1998,6,10,3,631.0,630,1038.0,1053,AA,700,N536AA,187.0,203.0,167.0,-15.0,1.0,DFW,LGA,1389.0,10.0,10.0,0,,0,,,,,
11628,1998,8,17,1,1626.0,1600,1736.0,1710,WN,873,N621,70.0,70.0,52.0,26.0,26.0,OAK,LAX,337.0,6.0,12.0,0,,0,,,,,
